"date","trend"
2020-03-18,0.457739994288805
2020-03-19,1.03802443840281
2020-03-20,1.80078528489932
2020-03-21,3.24739249597152
2020-03-22,5.30686630140119
2020-03-23,7.68654263488567
2020-03-24,10.7584035156517
2020-03-25,14.5136957560736
2020-03-26,19.0144856158156
2020-03-27,23.874462760618
2020-03-28,29.4700477624014
2020-03-29,33.7699497173809
2020-03-30,37.9616942586733
2020-03-31,40.488963009934
2020-04-01,42.7955633137933
2020-04-02,43.8385747858557
2020-04-03,43.9888287281185
2020-04-04,43.5277810875566
2020-04-05,51.874340791833
2020-04-06,56.425633170993
2020-04-07,64.296902021248
2020-04-08,77.7090055953119
2020-04-09,90.2330492891067
2020-04-10,105.777529863202
2020-04-11,104.524046045343
2020-04-12,108.515222216271
2020-04-13,111.73383146167
2020-04-14,106.136941531334
2020-04-15,109.754190685109
2020-04-16,123.433532525411
2020-04-17,140.921932894864
2020-04-18,154.159067008983
2020-04-19,169.889667582816
2020-04-20,183.16318390927
2020-04-21,179.363394826652
2020-04-22,187.69831076949
2020-04-23,191.197490384912
2020-04-24,196.972861020691
2020-04-25,200.52925511117
2020-04-26,206.10853854645
2020-04-27,216.187518836027
2020-04-28,227.785659753158
2020-04-29,242.810383442648
2020-04-30,254.987469589101
2020-05-01,264.303124455394
2020-05-02,274.708520145697
2020-05-03,259.786076887958
2020-05-04,215.851357436682
2020-05-05,186.412550022955
2020-05-06,156.573920357873
2020-05-07,112.809148654065
